timestamp_utc,ms_since_candle_start,event_type,asset,side,up_bid,up_ask,up_mid,dn_bid,dn_ask,dn_mid,entry_log_ask,entry_log_mid,entry_mv_pct
18:45:03.237,3238,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.242,3243,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.263,3264,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.279,3280,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.284,3284,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.305,3306,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.318,3318,TICK,ETH,Up,0.4900,0.5200,0.5050,0.4500,0.4900,0.4700,,,
18:45:03.325,3326,TICK,ETH,Down,0.4900,0.5200,0.5050,0.4800,0.5100,0.4950,,,
18:45:03.331,3332,TICK,ETH,Down,0.4900,0.5200,0.5050,0.4800,0.5100,0.4950,,,
18:45:03.379,3380,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.387,3387,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.467,3468,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.904,3904,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.907,3908,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.921,3922,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.925,3925,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.934,3934,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.937,3938,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.941,3941,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.951,3952,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.955,3955,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.958,3958,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.962,3962,TICK,BTC,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.966,3967,TICK,BTC,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:03.971,3972,TICK,BTC,Up,0.4800,0.5000,0.4900,0.5000,0.5100,0.5050,,,
18:45:03.976,3976,TICK,BTC,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:03.986,3986,TICK,BTC,Up,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:03.989,3990,TICK,BTC,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:03.992,3993,TICK,BTC,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:03.996,3996,TICK,BTC,Up,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:03.999,3999,TICK,BTC,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:04.003,4003,TICK,BTC,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:04.006,4006,TICK,BTC,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:04.010,4010,TICK,BTC,Up,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:04.012,4013,TICK,BTC,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:04.015,4016,TICK,BTC,Up,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:04.018,4018,TICK,BTC,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:45:04.020,4020,TICK,BTC,Up,0.4700,0.5000,0.4850,0.5000,0.5200,0.5100,,,
18:45:04.022,4023,TICK,BTC,Down,0.4700,0.5000,0.4850,0.5000,0.5300,0.5150,,,
18:45:04.025,4025,TICK,BTC,Down,0.4700,0.5000,0.4850,0.5000,0.5300,0.5150,,,
18:45:04.027,4028,TICK,BTC,Up,0.4700,0.5000,0.4850,0.5000,0.5300,0.5150,,,
18:45:04.030,4030,TICK,BTC,Down,0.4700,0.5000,0.4850,0.5000,0.5300,0.5150,,,
18:45:04.033,4033,TICK,BTC,Down,0.4700,0.5000,0.4850,0.5000,0.5300,0.5150,,,
18:45:04.036,4036,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5000,0.5300,0.5150,,,
18:45:04.038,4039,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.041,4041,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.043,4044,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.046,4047,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.051,4051,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.055,4055,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.069,4069,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.072,4073,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.075,4076,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.079,4079,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.083,4083,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.088,4088,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.092,4092,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.097,4097,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.101,4101,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.104,4104,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.106,4107,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.110,4111,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.114,4114,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.120,4120,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.126,4126,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.131,4131,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.136,4137,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.141,4142,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.146,4147,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.151,4151,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.157,4158,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.166,4166,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.183,4183,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.186,4187,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.190,4190,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.193,4193,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.196,4197,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.200,4200,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.258,4259,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.262,4263,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.266,4266,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.272,4273,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.277,4277,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.305,4305,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.346,4347,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.354,4354,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.361,4361,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.375,4376,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.379,4379,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.391,4392,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.395,4395,TICK,ETH,Up,0.4900,0.5000,0.4950,0.4800,0.5100,0.4950,,,
18:45:04.398,4399,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:04.403,4403,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.406,4407,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.410,4411,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:45:04.415,4416,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.567,4568,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.572,4572,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.576,4576,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.675,4675,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.678,4679,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.687,4687,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.696,4697,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.701,4701,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.703,4704,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.706,4707,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.709,4710,TICK,SOL,Up,0.5100,0.5200,0.5150,0.4500,0.4900,0.4700,,,
18:45:04.713,4714,TICK,SOL,Down,0.5100,0.5200,0.5150,0.4800,0.4900,0.4850,,,
18:45:04.718,4718,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.722,4722,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.726,4726,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.730,4730,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.736,4736,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.739,4740,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.743,4743,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.746,4746,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.749,4749,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.752,4752,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.755,4755,TICK,BTC,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.757,4758,TICK,BTC,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:45:04.760,4761,TICK,BTC,Up,0.4400,0.4600,0.4500,0.5400,0.5500,0.5450,,,
18:45:04.763,4764,TICK,BTC,Down,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.766,4766,TICK,BTC,Down,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.769,4770,TICK,SOL,Up,0.5100,0.5200,0.5150,0.4800,0.4900,0.4850,,,
18:45:04.773,4773,TICK,BTC,Down,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.775,4776,TICK,BTC,Up,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.777,4778,TICK,BTC,Down,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.780,4781,TICK,BTC,Up,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.783,4783,TICK,BTC,Down,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.787,4788,TICK,BTC,Up,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.790,4791,TICK,BTC,Down,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.793,4793,TICK,BTC,Down,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:04.805,4805,TICK,BTC,Up,0.4400,0.4600,0.4500,0.5400,0.5600,0.5500,,,
18:45:05.070,5071,TICK,SOL,Up,0.5000,0.5200,0.5100,0.4800,0.4900,0.4850,,,
18:45:05.085,5085,TICK,SOL,Down,0.5000,0.5200,0.5100,0.4800,0.5000,0.4900,,,
18:45:05.094,5095,TICK,SOL,Down,0.5000,0.5200,0.5100,0.4800,0.5000,0.4900,,,
18:45:05.122,5122,TICK,BTC,Up,0.4400,0.4500,0.4450,0.5400,0.5600,0.5500,,,
18:45:05.132,5132,TICK,BTC,Down,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:45:15.949,15949,ENTRY_DRY_V3,ETH,Down,,,,,,,0.52,0.515,-0.03
18:45:19.989,19989,ENTRY_DRY_V3,XRP,Down,,,,,,,0.5,0.495,-0.035
18:45:30.644,30644,ENTRY_DRY_V3,SOL,Down,,,,,,,0.5,0.495,-0.035
18:46:07.127,67127,ENTRY_DRY_V3,BTC,Up,,,,,,,0.44,0.435,0.031
18:47:04.502,124502,TICK,BTC,Up,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:04.505,124506,TICK,BTC,Down,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:04.510,124510,TICK,BTC,Up,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:04.518,124519,TICK,BTC,Up,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:04.521,124522,TICK,BTC,Down,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:04.526,124526,TICK,BTC,Down,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:04.584,124584,TICK,ETH,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.587,124587,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.589,124590,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.592,124593,TICK,ETH,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.594,124595,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.597,124597,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.601,124602,TICK,ETH,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.606,124606,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.616,124616,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.623,124623,TICK,ETH,Up,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.630,124630,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.635,124636,TICK,ETH,Down,0.4900,0.5000,0.4950,0.5000,0.5100,0.5050,,,
18:47:04.644,124644,TICK,XRP,Up,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:04.650,124650,TICK,XRP,Down,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:04.659,124659,TICK,XRP,Up,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:04.665,124666,TICK,XRP,Up,0.5000,0.5200,0.5100,0.4900,0.5000,0.4950,,,
18:47:04.671,124672,TICK,XRP,Down,0.5000,0.5200,0.5100,0.4800,0.5000,0.4900,,,
18:47:04.682,124682,TICK,XRP,Up,0.5000,0.5200,0.5100,0.4800,0.5000,0.4900,,,
18:47:07.607,127608,TICK,SOL,Up,0.5000,0.5100,0.5050,0.4800,0.5000,0.4900,,,
18:47:07.614,127614,TICK,SOL,Down,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:07.621,127621,TICK,SOL,Down,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:07.633,127633,TICK,SOL,Up,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:07.638,127639,TICK,SOL,Down,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:07.643,127644,TICK,SOL,Down,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:20.043,140044,TICK,BTC,Up,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:20.049,140049,TICK,BTC,Down,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:20.054,140055,TICK,BTC,Down,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:20.061,140061,TICK,BTC,Up,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:20.067,140068,TICK,BTC,Down,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:20.072,140073,TICK,BTC,Up,0.4400,0.4500,0.4450,0.5500,0.5600,0.5550,,,
18:47:20.136,140136,TICK,ETH,Up,0.4800,0.5000,0.4900,0.5000,0.5100,0.5050,,,
18:47:20.140,140140,TICK,ETH,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:47:20.143,140144,TICK,ETH,Down,0.4800,0.5000,0.4900,0.5000,0.5200,0.5100,,,
18:47:20.146,140147,TICK,ETH,Up,0.4800,0.4900,0.4850,0.5000,0.5200,0.5100,,,
18:47:20.152,140152,TICK,ETH,Down,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.154,140155,TICK,ETH,Up,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.159,140159,TICK,ETH,Up,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.165,140166,TICK,ETH,Down,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.173,140173,TICK,ETH,Up,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.177,140178,TICK,ETH,Up,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.185,140185,TICK,ETH,Down,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.190,140190,TICK,ETH,Down,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.199,140200,TICK,ETH,Up,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.203,140203,TICK,ETH,Up,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.210,140211,TICK,ETH,Down,0.4800,0.4900,0.4850,0.5100,0.5200,0.5150,,,
18:47:20.217,140218,TICK,XRP,Up,0.5000,0.5200,0.5100,0.4800,0.5000,0.4900,,,
18:47:20.221,140221,TICK,XRP,Down,0.5000,0.5200,0.5100,0.4800,0.5000,0.4900,,,
18:47:20.228,140228,TICK,XRP,Down,0.5000,0.5200,0.5100,0.4800,0.5000,0.4900,,,
18:47:20.234,140234,TICK,XRP,Up,0.4900,0.5100,0.5000,0.4800,0.5000,0.4900,,,
18:47:20.239,140239,TICK,XRP,Down,0.4900,0.5100,0.5000,0.4900,0.5100,0.5000,,,
18:47:20.243,140244,TICK,XRP,Up,0.4700,0.5100,0.4900,0.4900,0.5100,0.5000,,,
18:47:20.247,140248,TICK,XRP,Down,0.4700,0.5100,0.4900,0.4900,0.5300,0.5100,,,
18:47:20.252,140252,TICK,XRP,Down,0.4700,0.5100,0.4900,0.4900,0.5300,0.5100,,,
18:47:20.256,140257,TICK,XRP,Down,0.4700,0.5100,0.4900,0.4900,0.5300,0.5100,,,
18:47:20.265,140265,TICK,XRP,Up,0.4300,0.4700,0.4500,0.4900,0.5300,0.5100,,,
18:47:20.270,140270,TICK,XRP,Down,0.4300,0.4700,0.4500,0.5300,0.5700,0.5500,,,
18:47:20.273,140274,TICK,XRP,Up,0.3800,0.4700,0.4250,0.5300,0.5700,0.5500,,,
18:47:20.278,140279,TICK,XRP,Down,0.3800,0.4700,0.4250,0.5300,0.6200,0.5750,,,
18:47:20.283,140284,TICK,XRP,Down,0.3800,0.4700,0.4250,0.5300,0.6200,0.5750,,,
18:47:20.286,140287,TICK,XRP,Down,0.3800,0.4700,0.4250,0.5300,0.6200,0.5750,,,
18:47:20.293,140294,TICK,XRP,Up,0.3800,0.4700,0.4250,0.5300,0.6200,0.5750,,,
18:47:20.298,140298,TICK,XRP,Down,0.3800,0.4700,0.4250,0.5300,0.6200,0.5750,,,
18:47:20.304,140305,TICK,XRP,Down,0.3800,0.4700,0.4250,0.5300,0.6200,0.5750,,,
18:47:20.527,140527,TICK,SOL,Up,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:20.533,140533,TICK,SOL,Down,0.5000,0.5100,0.5050,0.4900,0.5000,0.4950,,,
18:47:20.537,140537,TICK,SOL,Up,0.4500,0.4600,0.4550,0.4900,0.5000,0.4950,,,
18:47:20.548,140549,TICK,SOL,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.555,140555,TICK,SOL,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.558,140559,TICK,SOL,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.562,140562,TICK,SOL,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.566,140567,TICK,SOL,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.571,140572,TICK,SOL,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.577,140577,TICK,SOL,Up,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.581,140581,TICK,SOL,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.585,140585,TICK,SOL,Down,0.4500,0.4600,0.4550,0.5400,0.5500,0.5450,,,
18:47:20.592,140592,TICK,SOL,Up,0.3600,0.4600,0.4100,0.5400,0.5500,0.5450,,,
18:47:20.602,140602,TICK,SOL,Down,0.3600,0.4600,0.4100,0.5400,0.6400,0.5900,,,
18:47:20.606,140607,TICK,SOL,Down,0.3600,0.4600,0.4100,0.5400,0.6400,0.5900,,,
