wallet,timestamp,time_utc,side,outcome,price,size,market
wallet_1,1773957495.0,2026-03-19 21:58:15,BUY,Up,0.9,1.32,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957503.0,2026-03-19 21:58:23,BUY,Up,0.95,69.96052,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957511.0,2026-03-19 21:58:31,BUY,Down,0.03,70.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957565.0,2026-03-19 21:59:25,BUY,Up,0.94,29.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957565.0,2026-03-19 21:59:25,BUY,Up,0.94,41.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957565.0,2026-03-19 21:59:25,BUY,Up,0.94,70.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957575.0,2026-03-19 21:59:35,BUY,Up,0.96,70.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957579.0,2026-03-19 21:59:39,BUY,Up,0.97,69.98519,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957583.0,2026-03-19 21:59:43,BUY,Up,0.83,24.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957583.0,2026-03-19 21:59:43,BUY,Up,0.83,2.16,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957583.0,2026-03-19 21:59:43,BUY,Up,0.83,5.85,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957583.0,2026-03-19 21:59:43,BUY,Up,0.83,70.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957583.0,2026-03-19 21:59:43,BUY,Up,0.84,52.08,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957583.0,2026-03-19 21:59:43,BUY,Up,0.82,69.61875,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957585.0,2026-03-19 21:59:45,BUY,Up,0.8100001174545797,5.789472,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957585.0,2026-03-19 21:59:45,BUY,Down,0.16,46.79,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957585.0,2026-03-19 21:59:45,BUY,Down,0.18,69.61875,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957585.0,2026-03-19 21:59:45,BUY,Down,0.16,23.21,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957585.0,2026-03-19 21:59:45,BUY,Down,0.17000006495478334,2.463252,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957585.0,2026-03-19 21:59:45,BUY,Down,0.17,0.4,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957585.0,2026-03-19 21:59:45,BUY,Down,0.17000012071483878,1.159758,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957587.0,2026-03-19 21:59:47,BUY,Down,0.25,1.533332,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957587.0,2026-03-19 21:59:47,BUY,Up,0.8,11.9232,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Down,0.25,4.32,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Up,0.64,5.29,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Down,0.28,20.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Down,0.26000000103412135,58.020269,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Up,0.74,14.42526,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Up,0.61,69.00957,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Down,0.28,5.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Down,0.2800000113909044,21.069442,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Down,0.2800000144810953,13.81111,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Up,0.74,69.35219,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Down,0.26,11.97,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957589.0,2026-03-19 21:59:49,BUY,Up,0.64,5.3,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957591.0,2026-03-19 21:59:51,BUY,Down,0.31,69.99,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957597.0,2026-03-19 21:59:57,BUY,Down,0.29,30.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957597.0,2026-03-19 21:59:57,BUY,Up,0.72,63.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957597.0,2026-03-19 21:59:57,BUY,Up,0.72,7.0,"Bitcoin Up or Down - March 19, 5:55PM-6:00PM ET"
wallet_1,1773957609.0,2026-03-19 22:00:09,BUY,Down,0.4,36.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957609.0,2026-03-19 22:00:09,BUY,Down,0.4,34.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957609.0,2026-03-19 22:00:09,BUY,Down,0.49,36.44203,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957611.0,2026-03-19 22:00:11,BUY,Down,0.38000003299979707,9.090965,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957611.0,2026-03-19 22:00:11,BUY,Up,0.63,70.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957611.0,2026-03-19 22:00:11,BUY,Down,0.38,38.9,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957611.0,2026-03-19 22:00:11,BUY,Down,0.38,22.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957611.0,2026-03-19 22:00:11,BUY,Up,0.62,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957611.0,2026-03-19 22:00:11,BUY,Up,0.62,50.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957613.0,2026-03-19 22:00:13,BUY,Up,0.52,49.22125,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957613.0,2026-03-19 22:00:13,BUY,Up,0.51,20.34729,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957613.0,2026-03-19 22:00:13,BUY,Up,0.5,49.21875,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957615.0,2026-03-19 22:00:15,BUY,Down,0.4800001332954182,2.700768,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957619.0,2026-03-19 22:00:19,BUY,Down,0.28,69.28876,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957619.0,2026-03-19 22:00:19,BUY,Down,0.52,13.91977,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957621.0,2026-03-19 22:00:21,BUY,Down,0.41,2.52256,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957623.0,2026-03-19 22:00:23,BUY,Down,0.51,5.17788,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957625.0,2026-03-19 22:00:25,BUY,Down,0.51,3.8784899999999998,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957627.0,2026-03-19 22:00:27,BUY,Up,0.69,69.19932,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957627.0,2026-03-19 22:00:27,BUY,Up,0.68,69.17138,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957631.0,2026-03-19 22:00:31,BUY,Down,0.48,4.92213,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957631.0,2026-03-19 22:00:31,BUY,Down,0.34,4.93706,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957631.0,2026-03-19 22:00:31,BUY,Down,0.5,10.82813,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957631.0,2026-03-19 22:00:31,BUY,Down,0.31,20.117240000000002,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957635.0,2026-03-19 22:00:35,BUY,Down,0.36,6.90625,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957637.0,2026-03-19 22:00:37,BUY,Down,0.38,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957637.0,2026-03-19 22:00:37,BUY,Up,0.41,10.789819999999999,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957637.0,2026-03-19 22:00:37,BUY,Up,0.4,0.9856,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957637.0,2026-03-19 22:00:37,BUY,Down,0.3800000368055709,9.781128,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957637.0,2026-03-19 22:00:37,BUY,Down,0.38000007026670557,4.838707,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957637.0,2026-03-19 22:00:37,BUY,Down,0.38,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957637.0,2026-03-19 22:00:37,BUY,Down,0.38,25.02,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957641.0,2026-03-19 22:00:41,BUY,Up,0.73,69.32016,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957641.0,2026-03-19 22:00:41,BUY,Up,0.73,69.32016,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957649.0,2026-03-19 22:00:49,BUY,Up,0.72,70.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957649.0,2026-03-19 22:00:49,BUY,Up,0.73,70.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957655.0,2026-03-19 22:00:55,BUY,Up,0.62,4.00367,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957661.0,2026-03-19 22:01:01,BUY,Down,0.3,6.92283,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957663.0,2026-03-19 22:01:03,BUY,Down,0.45,40.50998,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957663.0,2026-03-19 22:01:03,BUY,Down,0.38,8.73706,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957663.0,2026-03-19 22:01:03,BUY,Down,0.4,12.615680000000001,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957663.0,2026-03-19 22:01:03,BUY,Down,0.34,5.40114,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957663.0,2026-03-19 22:01:03,BUY,Down,0.32,10.86979,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957665.0,2026-03-19 22:01:05,BUY,Down,0.45,20.41254,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957665.0,2026-03-19 22:01:05,BUY,Down,0.4900000395349113,2.52941,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957665.0,2026-03-19 22:01:05,BUY,Down,0.49000000459183696,32.666665,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957665.0,2026-03-19 22:01:05,BUY,Down,0.4900001923685172,2.235293,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957665.0,2026-03-19 22:01:05,BUY,Down,0.4700000311764917,2.566036,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957665.0,2026-03-19 22:01:05,BUY,Down,0.4700001219000939,1.886791,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957665.0,2026-03-19 22:01:05,BUY,Down,0.47,2.5283,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957665.0,2026-03-19 22:01:05,BUY,Down,0.45,49.2343,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957667.0,2026-03-19 22:01:07,BUY,Down,0.52,17.52277,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957673.0,2026-03-19 22:01:13,BUY,Down,0.51,12.60016,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957693.0,2026-03-19 22:01:33,BUY,Up,0.28000001167618327,17.128885,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957699.0,2026-03-19 22:01:39,BUY,Down,0.5,9.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957699.0,2026-03-19 22:01:39,BUY,Down,0.5,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957699.0,2026-03-19 22:01:39,BUY,Down,0.5,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957699.0,2026-03-19 22:01:39,BUY,Up,0.52,11.55715,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957699.0,2026-03-19 22:01:39,BUY,Down,0.5,11.74,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957701.0,2026-03-19 22:01:41,BUY,Down,0.5,6.86,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957701.0,2026-03-19 22:01:41,BUY,Down,0.5,32.4,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957703.0,2026-03-19 22:01:43,BUY,Up,0.4600000097200008,18.518517,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957715.0,2026-03-19 22:01:55,BUY,Down,0.54,68.92021,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957715.0,2026-03-19 22:01:55,BUY,Down,0.48,11.29,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957717.0,2026-03-19 22:01:57,BUY,Down,0.53,68.91412,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957717.0,2026-03-19 22:01:57,BUY,Down,0.52,70.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957717.0,2026-03-19 22:01:57,BUY,Down,0.55,68.92802,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957723.0,2026-03-19 22:02:03,BUY,Up,0.46,4.92288,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957723.0,2026-03-19 22:02:03,BUY,Up,0.45,10.60507,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957723.0,2026-03-19 22:02:03,BUY,Up,0.56,10.45,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957723.0,2026-03-19 22:02:03,BUY,Up,0.5600001029787541,4.272726,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957723.0,2026-03-19 22:02:03,BUY,Up,0.4,1.9712,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957725.0,2026-03-19 22:02:05,BUY,Up,0.56,8.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957729.0,2026-03-19 22:02:09,BUY,Up,0.36,50.0,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957731.0,2026-03-19 22:02:11,BUY,Up,0.56,14.77233,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957731.0,2026-03-19 22:02:11,BUY,Down,0.45,70.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957759.0,2026-03-19 22:02:39,BUY,Down,0.29000005680010904,1.408448,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957759.0,2026-03-19 22:02:39,BUY,Down,0.2900000037368426,21.408448,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957759.0,2026-03-19 22:02:39,BUY,Down,0.29,5.5,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957759.0,2026-03-19 22:02:39,BUY,Up,0.67,69.14451,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957765.0,2026-03-19 22:02:45,BUY,Down,0.29,12.81,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957769.0,2026-03-19 22:02:49,BUY,Down,0.4300000259090934,12.350876,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,7.04,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,2.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.96,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957771.0,2026-03-19 22:02:51,BUY,Up,0.51,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957773.0,2026-03-19 22:02:53,BUY,Up,0.53,3.06176,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957773.0,2026-03-19 22:02:53,BUY,Up,0.5400002392001149,2.173912,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957777.0,2026-03-19 22:02:57,BUY,Down,0.39,4.92926,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957779.0,2026-03-19 22:02:59,BUY,Down,0.45,43.86,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957783.0,2026-03-19 22:03:03,BUY,Down,0.42,0.04,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957783.0,2026-03-19 22:03:03,BUY,Down,0.42,9.85165,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957783.0,2026-03-19 22:03:03,BUY,Down,0.41,60.10764,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957783.0,2026-03-19 22:03:03,BUY,Up,0.56,49.24109,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Down,0.48,35.0,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Down,0.42,26.91471,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Up,0.51,50.0,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Up,0.54,5.35,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Up,0.5,5.3568,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Up,0.5600000092328912,30.326362,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Down,0.47,10.69,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Down,0.48,2.26,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957785.0,2026-03-19 22:03:05,BUY,Down,0.48,12.74,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957787.0,2026-03-19 22:03:07,BUY,Down,0.46,50.0,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957787.0,2026-03-19 22:03:07,BUY,Down,0.44,28.83559,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957787.0,2026-03-19 22:03:07,BUY,Up,0.59,70.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957787.0,2026-03-19 22:03:07,BUY,Down,0.43,68.94871,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957797.0,2026-03-19 22:03:17,BUY,Up,0.49,68.90713,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957801.0,2026-03-19 22:03:21,BUY,Up,0.25,28.21,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957803.0,2026-03-19 22:03:23,BUY,Up,0.25,13.333332,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957803.0,2026-03-19 22:03:23,BUY,Up,0.25,6.666664,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957805.0,2026-03-19 22:03:25,BUY,Up,0.25,1.78,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957805.0,2026-03-19 22:03:25,BUY,Down,0.58,6.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957807.0,2026-03-19 22:03:27,BUY,Up,0.21,25.0,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957807.0,2026-03-19 22:03:27,BUY,Up,0.16000000336000167,11.904756,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957807.0,2026-03-19 22:03:27,BUY,Up,0.16000000201680695,19.833331,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957807.0,2026-03-19 22:03:27,BUY,Up,0.16,11.9,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957807.0,2026-03-19 22:03:27,BUY,Up,0.16,4.702375,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957807.0,2026-03-19 22:03:27,BUY,Down,0.81,4.9704,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957807.0,2026-03-19 22:03:27,BUY,Down,0.58,6.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957809.0,2026-03-19 22:03:29,BUY,Up,0.18000000645263076,3.099511,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957813.0,2026-03-19 22:03:33,BUY,Up,0.24,5.91,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957813.0,2026-03-19 22:03:33,BUY,Up,0.24,2.631575,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957813.0,2026-03-19 22:03:33,BUY,Down,0.87,24.92006,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957815.0,2026-03-19 22:03:35,BUY,Up,0.24,16.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957815.0,2026-03-19 22:03:35,BUY,Up,0.24000001216000344,13.157891,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957815.0,2026-03-19 22:03:35,BUY,Up,0.24,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957815.0,2026-03-19 22:03:35,BUY,Up,0.24,15.55,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957815.0,2026-03-19 22:03:35,BUY,Up,0.24,11.74,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957815.0,2026-03-19 22:03:35,BUY,Up,0.25,69.38477,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957815.0,2026-03-19 22:03:35,BUY,Down,0.88,50.0,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957815.0,2026-03-19 22:03:35,BUY,Up,0.25,69.38477,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957817.0,2026-03-19 22:03:37,BUY,Up,0.12,15.9554,"Ethereum Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957819.0,2026-03-19 22:03:39,BUY,Up,0.19000005310248122,3.201357,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957819.0,2026-03-19 22:03:39,BUY,Up,0.19,5.0,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957819.0,2026-03-19 22:03:39,BUY,Up,0.19000002430009647,1.234563,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
wallet_1,1773957819.0,2026-03-19 22:03:39,BUY,Up,0.19000001504286115,8.641973,"Bitcoin Up or Down - March 19, 6:00PM-6:05PM ET"
