timestamp,side,outcome,price,size,usdc,market
2026-03-19 22:32:49.000,BUY,Up,0.29,8.90462,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:47.000,SELL,Up,0.23,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:47.000,SELL,Up,0.24,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:43.000,SELL,Up,0.31,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:41.000,SELL,Up,0.3,10,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:41.000,SELL,Up,0.32,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:39.000,BUY,Up,0.27,9.90288,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:39.000,BUY,Up,0.4,20.6976,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:39.000,BUY,Up,0.39,8.87266,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:39.000,BUY,Up,0.36602222222222225,8.87885,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:39.000,BUY,Up,0.36,10.85402,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:33.000,SELL,Up,0.31,20,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:33.000,SELL,Up,0.38,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:33.000,SELL,Up,0.23,10,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:31.000,SELL,Up,0.32,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:31.000,SELL,Up,0.32,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:31.000,SELL,Up,0.36,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:31.000,SELL,Up,0.38,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:29.000,BUY,Up,0.43,8.86484,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:29.000,BUY,Up,0.4,8.8704,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:29.000,BUY,Up,0.4,9.856,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:27.000,BUY,Up,0.34444444444444444,8.88528,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:27.000,SELL,Up,0.27,11,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:27.000,BUY,Up,0.36305,9.86632,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:25.000,,,0,102.99832,0,"Bitcoin Up or Down - March 19, 6:20PM-6:25PM ET"
2026-03-19 22:32:25.000,SELL,Up,0.28,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:21.000,BUY,Up,0.35219,9.86987,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:19.000,BUY,Up,0.35,8.88355,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:19.000,BUY,Up,0.33119,9.87735,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:15.000,BUY,Up,0.26,8.91672,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:15.000,BUY,Up,0.23533333333333334,8.92714,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:15.000,BUY,Up,0.24,8.92515,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:15.000,BUY,Up,0.3,9.88975,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:15.000,BUY,Up,0.28,11.87808,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:15.000,BUY,Up,0.27,8.9126,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:11.000,BUY,Up,0.19,8.94671,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:11.000,BUY,Up,0.2,8.9424,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:09.000,BUY,Up,0.18,8.950990000000001,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:09.000,BUY,Up,0.17,11.94028,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:07.000,BUY,Up,0.17,8.95521,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:07.000,SELL,Up,0.11,10,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:05.000,SELL,Up,0.12,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:05.000,SELL,Up,0.12,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:05.000,SELL,Up,0.11,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:05.000,SELL,Up,0.11,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:57.000,BUY,Up,0.2,8.9424,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:57.000,BUY,Up,0.2,8.9424,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:55.000,BUY,Up,0.18,8.950990000000001,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:21.000,BUY,Up,0.19,8.94671,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:19.000,BUY,Up,0.18,9.94554,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:17.000,BUY,Up,0.13,8.97122,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:17.000,BUY,Up,0.13,10.96483,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:17.000,BUY,Up,0.13,8.97122,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:15.000,BUY,Up,0.17,9.95023,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:15.000,BUY,Up,0.17,8.95521,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:15.000,BUY,Up,0.17,10.94525,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:15.000,BUY,Up,0.16,8.95936,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:15.000,BUY,Up,0.16,9.95485,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
