timestamp,time_utc,side,outcome,price,size,usdc,market
1774118175,2026-03-21 18:36:15,BUY,Up,0.6,5.43,3.2579999999999996,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118175,2026-03-21 18:36:15,BUY,Up,0.7000000580645236,10.333332,7.233333,"Ethereum Up or Down - March 21, 2:35PM-2:40PM ET"
1774118175,2026-03-21 18:36:15,BUY,Up,0.6,3.045,1.827,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118175,2026-03-21 18:36:15,BUY,Up,0.7,4.66,3.262,"Ethereum Up or Down - March 21, 2:35PM-2:40PM ET"
1774118193,2026-03-21 18:36:33,BUY,Up,0.5300000240763413,3.322764,1.7610649999999999,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118195,2026-03-21 18:36:35,BUY,Up,0.53,3.0,1.59,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118197,2026-03-21 18:36:37,BUY,Up,0.53,7.67,4.0651,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118203,2026-03-21 18:36:43,BUY,Up,0.5600000249645465,6.409089,3.58909,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118203,2026-03-21 18:36:43,BUY,Down,0.41,5.28,2.1648,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118203,2026-03-21 18:36:43,BUY,Up,0.6,5.0,3.0,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118205,2026-03-21 18:36:45,BUY,Up,0.5600000359183791,5.56818,3.1181810000000003,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118211,2026-03-21 18:36:51,BUY,Up,0.57,3.0,1.71,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118211,2026-03-21 18:36:51,BUY,Up,0.570000038922427,5.395347,3.075348,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118213,2026-03-21 18:36:53,BUY,Down,0.36,7.42,2.6712,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118213,2026-03-21 18:36:53,BUY,Down,0.37,14.0,5.18,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118213,2026-03-21 18:36:53,BUY,Down,0.36,6.58,2.3688,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118213,2026-03-21 18:36:53,BUY,Down,0.17,26.0,4.42,"Ethereum Up or Down - March 21, 2:35PM-2:40PM ET"
1774118217,2026-03-21 18:36:57,BUY,Down,0.35,3.52,1.232,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118223,2026-03-21 18:37:03,BUY,Up,0.65,6.8,4.42,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118223,2026-03-21 18:37:03,BUY,Up,0.66,14.0,9.24,"Solana Up or Down - March 21, 2:35PM-2:40PM ET"
1774118225,2026-03-21 18:37:05,BUY,Down,0.14,26.0,3.6400000000000006,"Ethereum Up or Down - March 21, 2:35PM-2:40PM ET"
