timestamp,time_utc,side,outcome,price,size,usdc,market
1774117495,2026-03-21 18:24:55,BUY,Up,0.86,30.0,25.8,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117495,2026-03-21 18:24:55,BUY,Up,0.89,12.5,11.125,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117495,2026-03-21 18:24:55,BUY,Up,0.8600001053465597,7.214284,6.2042850000000005,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,31.0,17.360000000000003,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,1.0,0.56,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,0.17,0.09520000000000002,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,68.0,38.080000000000005,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.560000326857367,1.590908,0.8909090000000001,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,40.0,22.400000000000002,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.5600000782222431,5.113635,2.863636,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,31.0,17.360000000000003,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,14.1,7.896000000000001,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,24.19,13.546400000000002,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,5.71,3.1976000000000004,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Down,0.39,75.0,29.25,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
1774117497,2026-03-21 18:24:57,BUY,Up,0.56,43.0,24.080000000000002,"Bitcoin Up or Down - March 21, 2:20PM-2:25PM ET"
