timestamp,side,outcome,price,size,usdc,market
2026-03-19 22:32:15.000,BUY,Up,0.21999997540372565,29.057236,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:11.000,BUY,Up,0.19521531100478468,31.156560000000002,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:09.000,SELL,Down,0.83,7.75,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:05.000,SELL,Up,0.14447427293064877,22.35,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:55.000,BUY,Up,0.17999997719999908,33.151792,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:17.000,SELL,Down,0.87,8.61,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:15.000,BUY,Up,0.1476369619932736,24.490002,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:09.000,SELL,Up,0.12404830917874396,20.7,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:05.000,SELL,Up,0.1949838337182448,21.65,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:30:53.000,SELL,Up,0.24,37.48,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:30:51.000,SELL,Up,0.25,9.74,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:30:47.000,SELL,Up,0.27,44.47,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:30:25.000,SELL,Up,0.4,46.78,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:30:13.000,BUY,Up,0.469999989493293,28.11026,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:30:03.000,,,0,1099.23454,0,"Bitcoin Up or Down - March 19, 6:20PM-6:25PM ET"
2026-03-19 22:28:35.000,,,0.5,1000,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:28:23.000,BUY,Up,0.3943789379786038,78.45837,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:28:19.000,SELL,Up,0.25986679822397635,60.81,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:27:41.000,SELL,Up,0.38,24.32,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:27:11.000,SELL,Up,0.44,15.78,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:27:09.000,BUY,Down,0.45486986416660735,17.273817,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:26:27.000,BUY,Down,0.41,54.19542,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:26:21.000,BUY,Down,0.4,28.336,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:26:19.000,SELL,Down,0.31,53.4,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:26:17.000,SELL,Down,0.33,19.78,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:26:13.000,SELL,Down,0.35,53.4,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:25:53.000,SELL,Down,0.39,45.64,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:25:51.000,BUY,Down,0.3899999198333053,4.550083,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:25:45.000,SELL,Down,0.35,71.21,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:25:01.000,,,0,988.39887,0,"Bitcoin Up or Down - March 19, 6:15PM-6:20PM ET"
2026-03-19 22:23:35.000,,,0.5,1000,0,"Bitcoin Up or Down - March 19, 6:25PM-6:30PM ET"
2026-03-19 22:22:33.000,BUY,Up,0.1715802781289507,31.48019,0,"Bitcoin Up or Down - March 19, 6:20PM-6:25PM ET"
2026-03-19 22:22:13.000,BUY,Up,0.1899999300497422,10.516306,0,"Bitcoin Up or Down - March 19, 6:20PM-6:25PM ET"
