#,timestamp,time_utc,side,outcome,price,size,usdc,market
287,1774098727,2026-03-21 13:12:07,BUY,Up,0.65,99.69316,64.800554,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
288,1774098727,2026-03-21 13:12:07,BUY,Up,0.65,99.69316,64.800554,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
289,1774098729,2026-03-21 13:12:09,BUY,Up,0.7,25.0,17.5,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
290,1774098729,2026-03-21 13:12:09,BUY,Up,0.58,67.59,39.2022,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
291,1774098729,2026-03-21 13:12:09,BUY,Up,0.7,38.0,26.599999999999998,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
292,1774098729,2026-03-21 13:12:09,BUY,Up,0.5800000337588705,10.071427,5.8414280000000005,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
293,1774098729,2026-03-21 13:12:09,BUY,Up,0.5800000145788677,23.321427,13.526428,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
294,1774098729,2026-03-21 13:12:09,BUY,Down,0.26000000021578623,92.684323,24.097924000000003,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
295,1774098737,2026-03-21 13:12:17,BUY,Down,0.33,2.0,0.66,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
296,1774098737,2026-03-21 13:12:17,BUY,Down,0.3300000013478223,81.613133,26.932334000000004,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
297,1774098737,2026-03-21 13:12:17,BUY,Down,0.3300000804000707,1.492536,0.492537,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
298,1774098737,2026-03-21 13:12:17,BUY,Down,0.36,99.65962999999999,35.87746679999999,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
299,1774098739,2026-03-21 13:12:19,BUY,Down,0.33,5.0,1.6500000000000001,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
300,1774098739,2026-03-21 13:12:19,BUY,Down,0.33,1.64,0.5412,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
301,1774098739,2026-03-21 13:12:19,BUY,Down,0.3200001088000914,1.470587,0.470588,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
302,1774098739,2026-03-21 13:12:19,BUY,Down,0.3200000054400005,14.705881,4.705882,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
303,1774098739,2026-03-21 13:12:19,BUY,Down,0.3300000804000707,1.492536,0.492537,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
304,1774098739,2026-03-21 13:12:19,BUY,Down,0.33,1.84,0.6072000000000001,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
305,1774098739,2026-03-21 13:12:19,BUY,Down,0.33,5.9,1.9470000000000003,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
306,1774098743,2026-03-21 13:12:23,BUY,Down,0.3000000070000006,14.285713,4.285714,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
307,1774098743,2026-03-21 13:12:23,BUY,Down,0.3,1.42857,0.428571,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
308,1774098743,2026-03-21 13:12:23,BUY,Down,0.30000013084158617,0.764283,0.22928500000000002,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
309,1774098761,2026-03-21 13:12:41,SELL,Down,0.42,5.5,2.31,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
310,1774098761,2026-03-21 13:12:41,BUY,Up,0.58,15.0,8.7,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
311,1774098761,2026-03-21 13:12:41,BUY,Up,0.58,20.0,11.6,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
312,1774098761,2026-03-21 13:12:41,BUY,Up,0.58,15.0,8.7,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
313,1774098761,2026-03-21 13:12:41,SELL,Down,0.41999993196260665,7.642856,3.2099990000000003,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
314,1774098761,2026-03-21 13:12:41,SELL,Down,0.4199998235998977,2.380951,0.999999,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
315,1774098761,2026-03-21 13:12:41,SELL,Down,0.42,2.54,1.0668,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
316,1774098763,2026-03-21 13:12:43,BUY,Up,0.5800001764001023,2.380951,1.380952,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
317,1774098763,2026-03-21 13:12:43,BUY,Up,0.58,5.0,2.9,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
318,1774098763,2026-03-21 13:12:43,BUY,Up,0.58,5.0,2.9,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
319,1774098763,2026-03-21 13:12:43,BUY,Up,0.42,30.0,12.6,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
320,1774098763,2026-03-21 13:12:43,BUY,Up,0.42000000781145036,5.120688,2.1506890000000003,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
321,1774098763,2026-03-21 13:12:43,BUY,Up,0.43000000766129126,13.05263,5.612631,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
322,1774098763,2026-03-21 13:12:43,BUY,Up,0.43000000403209526,34.721402,14.930202999999999,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
323,1774098763,2026-03-21 13:12:43,BUY,Up,0.430000005635594,12.421051,5.341052,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
324,1774098763,2026-03-21 13:12:43,BUY,Up,0.4300000153425796,21.508769,9.248771000000001,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
325,1774098763,2026-03-21 13:12:43,BUY,Up,0.58,13.61,7.893799999999999,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
326,1774098763,2026-03-21 13:12:43,BUY,Up,0.58,5.0,2.9,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
327,1774098763,2026-03-21 13:12:43,BUY,Up,0.58,15.0,8.7,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
328,1774098763,2026-03-21 13:12:43,BUY,Up,0.58,5.0,2.9,"Bitcoin Up or Down - March 21, 9:10AM-9:15AM ET"
329,1774098765,2026-03-21 13:12:45,BUY,Up,0.43,19.27,8.2861,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
330,1774098765,2026-03-21 13:12:45,BUY,Up,0.26000000609078683,6.567296,1.7074969999999998,"Ethereum Up or Down - March 21, 9:00AM-9:15AM ET"
331,1774098765,2026-03-21 13:12:45,BUY,Up,0.4200000306878372,13.03448,5.474482,"Ethereum Up or Down - March 21, 9:10AM-9:15AM ET"
