timestamp,side,outcome,price,size,usdc,market
2026-03-19 22:32:23.000,BUY,Up,0.3500000522088521,3.830768,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:23.000,BUY,Down,0.6300000117388656,44.297296,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:23.000,BUY,Down,0.6300001947369104,3.08108,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:23.000,BUY,Up,0.35,37.22,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:21.000,BUY,Up,0.35,1.63,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:21.000,BUY,Up,0.35,1.53846,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:21.000,BUY,Up,0.35,0.94,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:21.000,BUY,Up,0.35,4.83,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:19.000,BUY,Down,0.78,12,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:19.000,BUY,Down,0.78,2,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:19.000,BUY,Up,0.18000002224808298,6.292677,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:19.000,BUY,Down,0.8100001786134905,3.583156,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:11.000,BUY,Up,0.13,14,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:07.000,BUY,Down,0.9,12.81,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:07.000,BUY,Down,0.9,1.19,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:07.000,BUY,Down,0.91,14,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:32:05.000,BUY,Up,0.11,13.46,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:51.000,BUY,Up,0.13,14,0,"Solana Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:45.000,BUY,Up,0.14,14.8,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:45.000,BUY,Up,0.14,5,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:45.000,BUY,Up,0.14,5.81395,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:43.000,BUY,Up,0.14,9,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
2026-03-19 22:31:43.000,BUY,Up,0.1400000860004214,1.162785,0,"Bitcoin Up or Down - March 19, 6:30PM-6:35PM ET"
