timestamp,type,outcome,price,size,market,title
1774056939,TRADE,Up,0.530000001051072,76.112764,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056935,TRADE,Down,0.32000000717678284,5.573528,"Ethereum Up or Down - March 20, 9:35PM-9:40PM ET","Ethereum Up or Down - March 20, 9:35PM-9:40PM ET"
1774056935,TRADE,Down,0.3200004945465935,0.485293,"Ethereum Up or Down - March 20, 9:35PM-9:40PM ET","Ethereum Up or Down - March 20, 9:35PM-9:40PM ET"
1774056935,TRADE,Up,0.56,12.8,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056933,TRADE,Down,0.5404673267326733,99.44249,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056933,TRADE,Up,0.5600000968808015,2.477271,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056933,TRADE,Up,0.57,25.35,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056933,TRADE,Up,0.5600000643902737,3.727271,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056933,TRADE,Up,0.5600000080080892,44.954544,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056931,TRADE,Down,0.46,7.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056931,TRADE,Up,0.5600000968808015,2.477271,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056931,TRADE,Up,0.55,101.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056931,TRADE,Up,0.56,5.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Down,0.46,40.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.56,5.25,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.5600006465848199,0.618635,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.5600000293333411,6.81818,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.5600000376068505,5.31818,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.5600001303704122,3.681817,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.570000102568877,2.534882,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.570000102568877,2.534882,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.56,7.85,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.57,21.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.5700000943902808,3.813952,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.570000102568877,2.534882,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.57,0.46,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.57,6.3,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.57,13.5,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.57,21.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056929,TRADE,Up,0.57,1.95,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056927,TRADE,Up,0.59,4.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.59,2.39,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.59,5.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.59,5.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.5900001316514547,2.658535,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.59,5.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.5900001316514547,2.658535,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.590000174256361,2.008535,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.6,5.0,"Bitcoin Up or Down - March 20, 9:30PM-9:45PM ET","Bitcoin Up or Down - March 20, 9:30PM-9:45PM ET"
1774056925,TRADE,Up,0.6,2.465,"Bitcoin Up or Down - March 20, 9:30PM-9:45PM ET","Bitcoin Up or Down - March 20, 9:30PM-9:45PM ET"
1774056925,TRADE,Up,0.59,5.0,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.5900000809876716,5.926828,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
1774056925,TRADE,Up,0.590000008512111,49.341462,"Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET","Bitcoin Up or Down - March 20, 9:35PM-9:40PM ET"
